AYG	TG	L	Anyanga
AYH	YE	L	Arabic, Hadrami Spoken
AYI	NG	L	Leyigha
AYL	LY	L	Arabic, Libyan Spoken
AYM	BO	L	Aymara, Central
AYN	YE	L	Arabic, Sanaani Spoken
AYO	PY	L	Ayoreo
AYP	IQ	L	Arabic, North Mesopotamian Spoken
AYS	PH	N	Ayta, Sorsogon
AYT	PH	L	Ayta, Bataan
AYU	NG	L	Ayu
AYX	CN	L	Ayi
AYY	PH	E	Ayta, Tayabas
AYZ	ID	L	Mai Brat
AZB	IR	L	Azerbaijani, South
AZE	AZ	L	Azerbaijani, North
AZG	MX	L	Amuzgo, San Pedro Amuzgos
AZM	MX	L	Amuzgo, Ipalapa
AZO	CM	L	Awing
AZR	PG	L	Adzera
AZZ	MX	L	Náhuatl, Puebla, Sierra
BAA	CM	L	Basaa
BAB	GW	L	Bainouk-gunyuño
BAC	ID	L	Badui
BAD	ID	L	Eritai
BAE	VE	N	Baré
BAF	CM	L	Nubaca
BAG	CM	L	Tuki
BAH	BS	L	Bahamas Creole English
BAI	BR	L	Baniwa
BAJ	ID	L	Barakai
BAK	CI	L	Bakwé
BAL	SG	L	Malay, Baba
BAM	NG	L	Bacama
BAN	CM	L	Yemba
BAO	CO	L	Waimaha
BAP	NP	L	Bantawa
BAQ	SB	L	Babatana
BAR	AT	L	Bavarian
BAS	LR	L	Bassa
BAT	ID	L	Bekati'
BAU	NG	L	Bada
BAV	CM	L	Vengo
BAW	CM	L	Bambili
BAX	CM	L	Bamun
BAY	ID	L	Batuley
BAZ	CM	L	Tunen
BBA	BJ	L	Bariba
BBB	PG	L	Baruga
BBC	ID	L	Batak Toba
BBD	PG	L	Bau
BBE	ZR	L	Bangba
BBF	PG	L	Baibai
BBG	GA	L	Barama
BBH	CN	L	Bugan
BBI	CM	L	Barombi
BBJ	CM	L	Ghomálá'
BBK	CM	L	Babanki
BBL	GE	L	Bats
BBM	ZR	L	Babango
BBN	PG	L	Uneapa
BBO	BF	L	Bobo Madaré, Northern
BBP	CF	L	Banda, West Central
BBQ	CM	L	Bamali
BBR	PG	L	Girawa
BBS	NG	L	Bakpinka
BBT	NG	L	Mburku
BBU	NG	L	Kulung
BBV	PG	L	Barim
BBW	CM	L	Baba
BBX	CM	L	Bubia
BBY	CM	L	Befang
BBZ	TD	L	Arabic, Babalia Creole
BCA	PG	L	Barai
BCB	SN	L	Bainouk-samik
BCC	PK	L	Balochi, Southern
BCD	ID	L	Babar, North
BCE	CM	L	Bamenyam
BCF	PG	L	Bamu
BCG	GN	L	Baga Binari
BCH	PG	L	Bariai
BCI	CI	L	Baoulé
BCJ	AU	N	Baadi
BCK	AU	L	Bunaba
BCL	PG	L	Psohoh
BCM	PG	L	Banoni
BCN	NG	L	Bali
BCO	PG	L	Kaluli
BCP	ZR	L	Bali
BCQ	ET	L	Bench
BCR	CA	L	Babine
BCS	NG	L	Kohumono
BCT	ZR	L	Bendi
BCU	PG	L	Awad Bing
BCV	NG	L	Shoo-minda-nye
BCW	CM	L	Bana
BCX	ID	L	Pamona
BCY	VU	L	Bislama
BCZ	SN	L	Bainouk-gunyaamolo
BDA	SN	L	Bayot
BDB	ID	L	Basap
BDC	CO	L	Emberá-baudó
BDD	PG	L	Bunama
BDE	NG	L	Bade
BDF	IQ	L	Behdini
BDG	MY	L	Bonggi
BDH	SD	L	Baka
BDI	SD	L	Burun
BDJ	SD	L	Bai
BDK	AZ	L	Budukh
BDL	ID	L	Bajau, Indonesian
BDM	TD	L	Buduma
BDN	CM	L	Baldamu
BDO	TD	L	Bernde
BDP	TZ	L	Bende
BDQ	VN	L	Bahnar
BDR	MY	L	Bajau, West Coast
BDS	TZ	L	Burunge
BDT	CF	L	Bokoto
BDU	CM	L	Bakundu-balue
BDV	IN	L	Bodo Parja
BDW	ID	L	Baham
BDX	ID	L	Biksi
BDY	AU	L	Bandjalang
BDZ	PK	L	Badeshi
BEA	CA	L	Beaver
BEB	CM	L	Bebele
BEC	CM	L	Iceve-maci
BED	ID	L	Bedoanas
BEE	IN	L	Byangsi
BEF	PG	L	Benabena
BEG	BN	L	Belait
BEH	BJ	L	Biali
BEI	SD	L	Bedawi
BEJ	CG	L	Beembe
BEK	PG	L	Bebeli
BEL	CA	L	Bella Coola
BEM	ZM	L	Bemba
BEN	GQ	L	Benga
BEO	PG	L	Beami
BEP	ID	L	Besoa
BEQ	CN	L	Bela
BER	ID	L	Berik
BES	TD	L	Besme
BET	CI	L	Béte, Guiberoua
BEU	ID	L	Blagar
BEV	CI	L	Bété, Daloa
BEW	ID	L	Betawi
BEX	SD	L	Jur Modo
BEY	PG	L	Beli
BEZ	TZ	L	Bena
BFA	SD	L	Bari
BFD	CM	L	Bafut
BFE	ID	L	Betaf
BFF	CF	L	Bofi
BFG	ID	L	Kayan, Busang
BFJ	CM	L	Bafanji
BFL	CF	L	Banda-ndélé
BFM	CM	L	Mmen
BFO	BF	L	Birifor, Malba
BFQ	IN	L	Badaga
BFR	IN	L	Bazigar
BFS	IN	L	Braj Bhasha
BFT	PK	L	Balti
BFU	IN	L	Gahri
BFW	IN	L	Bondo
BFY	IN	L	Bagheli
BFZ	IN	L	Pahari, Mahasu
BGA	NG	L	Gwamhi-wuri
BGC	IN	L	Haryanvi
BGD	IN	L	Bareli
BGE	IN	L	Bauria
BGF	CM	L	Bangandu
BGI	PH	L	Giangan
BGJ	CM	L	Bangolan
BGK	LA	L	Bit
BGL	LA	L	Bo
BGM	GN	N	Baga Mboteni
BGN	PK	L	Balochi, Western
BGO	GN	N	Baga Koga
BGP	PK	L	Balochi, Eastern
BGQ	IN	L	Bagri
BGR	IN	L	Chin, Bawm
BGS	PH	L	Manobo, Tagabawa
BGT	SB	L	Bughotu
BGU	NG	L	Mbongno
BGV	ID	L	Warkay-bipim
BGW	IN	L	Bhatri
BGX	TR	L	Balkan Gagauz Turkish
BGY	ID	L	Benggoi
BGZ	ID	L	Banggai
BHA	IN	L	Bharia
BHB	IN	L	Bhili
BHD	IN	L	Bhadrawahi
BHE	PK	L	Bhaya
BHF	PG	L	Busa
BHG	PG	L	Binandere
BHH	IL	L	Bukharic
BHI	IN	L	Bhilali
BHJ	IN	L	Bhojpuri
BHK	PH	L	Bicolano, Albay
BHL	PG	L	Bimin
BHN	GE	L	Bohtan Neo-aramaic
BHO	GB	L	British Sign Language
BHP	ID	L	Bima
BHQ	ID	L	Tukangbesi South
BHS	CM	L	Buwal
BHT	IN	L	Bhattiyali
BHU	IN	L	Bhunjia
BHV	ID	L	Bahau
BHW	ID	L	Biak
BHX	IN	L	Bhalay
BHZ	ID	L	Bada
BIA	AU	N	Badimaya
BIB	BF	L	Bissa
BIC	PG	L	Bikaru
BID	TD	L	Bidiyo
BIE	PG	L	Bepour
BIF	GW	L	Biafada
BIG	PG	L	Biangai
BIH	TD	L	Bideyat
BII	CN	L	Bisu
BIJ	NG	L	Vaghat-ya-bijim-legeri
BIK	PH	L	Blaan, Koronadal
BIL	NG	L	Bile
BIM	GH	L	Bimoba
BIN	ZR	L	Binji
BIO	PG	L	Nai
BIP	ZR	L	Bila
BIQ	PG	L	Bipi
BIR	PG	L	Bisorio
BIS	PH	L	Blaan, Sarangani
BIT	PG	L	Bitara
BIU	IN	L	Biete
BIV	GH	L	Birifor, Southern
BIW	CM	L	Kol
BIX	IN	L	Bijori
BIY	IN	L	Birhor
BIZ	ZR	L	Baloi
BJA	ZR	L	Budza
BJB	AU	E	Banggarla
BJC	PG	L	Bariji
BJD	AU	N	Bandjigali
BJE	CN	L	Biao-jiao Mien
BJF	IL	E	Bijil Neo-aramaic
BJG	GW	L	Bidyogo
BJH	PG	L	Bahinemo
BJI	ET	L	Burji
BJJ	IN	L	Kanauji
BJK	PG	L	Barok
BJL	PG	L	Bulu
BJM	IQ	L	Bajelan
BJN	ID	L	Banjar
BJO	CF	L	Banda, Mid-southern
BJR	PG	L	Binumarien
BJS	BB	L	Bajan
BJT	SN	L	Balanta-ganja
BJU	CM	N	Busuu
BJY	AU	E	Bayali
BKA	NG	L	Kyak
BKB	PH	L	Bontoc, Eastern
BKC	CM	L	Baka
BKD	PH	L	Binukid
BKE	ID	L	Bengkulu
BKF	ZR	L	Beeke
BKG	CF	L	Buraka
BKH	CM	L	Bakoko
BKI	VU	L	Baki
BKJ	CF	L	Pande
BKK	IN	L	Brokskat
BKL	PH	L	Bicolano, Central
BKM	CM	L	Kom
BKN	MY	L	Bukitan
BKO	CM	L	Kwa'
BKP	ZR	L	Boko
BKQ	BR	L	Bakairí
BKR	ID	L	Bakumpai
BKS	PH	L	Sorsogon, Masbate
BKT	ZR	L	Boloki
BKU	PH	L	Buhid
BKV	NG	L	Bekwarra
BKW	CG	L	Bekwel
BKY	NG	L	Bokyi
BKZ	ID	L	Bungku
BLA	TH	L	Ban Khor Sign Language
BLB	SB	L	Bilua
BLC	CA	L	Blackfoot
BLD	ID	L	Bolango
BLE	GW	L	Balanta-kentohe
BLF	ID	L	Buol
BLG	BG	L	Bulgarian
BLH	LR	L	Kuwaa
BLI	ZR	L	Bolia
BLJ	ID	L	Bolongan
BLK	MM	L	Karen, Pa'o
BLL	US	E	Biloxi
BLM	SD	L	Beli
BLN	PH	L	Bicolano, Southern Catanduanes
BLO	BJ	L	Anii
BLP	SB	L	Blablanga
BLQ	PG	L	Baluan-pam
BLR	CN	L	Blang
BLS	ID	L	Balaesan
BLT	VN	L	Tai Dam
BLU	CN	L	Hmong Njua
BLV	AO	L	Bolo
BLW	PH	L	Balangao
BLX	PH	L	Ayta, Mag-indi
BLY	BJ	L	Boulba
BLZ	ID	L	Balantak
BMA	NG	L	Lame
BMB	ZR	L	Bembe
BMC	PG	L	Biem
BMD	GN	L	Baga Manduri
BME	ZR	L	Bomassa
BMF	SL	L	Bom
BMG	ZR	L	Bamwe
BMH	PG	L	Bemal
BMI	TD	L	Bagirmi
BMJ	NP	L	Bote-majhi
BMK	PG	L	Ghayavi
BML	ZR	L	Bomboli
BMN	PG	E	Bina
BMO	CM	L	Bambalang
BMP	PG	L	Bulgebi
BMQ	ML	L	Bomu
BMR	CO	L	Muinane
BMS	MM	L	Burmese
BMT	CN	L	Biao Mien
BMU	PG	L	Burum-mindik
BMV	CM	L	Bum
BMW	CG	L	Bomwali
BMX	PG	L	Baimak
BMY	ZR	L	Bemba
BMZ	PG	L	Baramu
BNA	ID	L	Bonerate
BNB	MY	L	Baukan
BNC	PH	L	Bontoc, Central
BND	ID	L	Banda
BNE	ID	L	Bintauna
BNF	ID	L	Masiwang
BNG	BD	L	Bengali
BNH	BR	L	Banawá
BNI	ZR	L	Bangi
BNJ	PH	L	Tawbuid, Eastern
BNK	VU	L	Bierebo
BNL	SO	N	Boon
BNM	GQ	L	Batanga
BNN	TW	L	Bunun
BNO	PH	L	Bantoanon
BNP	PG	L	Bola
BNQ	ID	L	Bantik
BNR	VU	L	Butmas-tur
BNS	IN	L	Bundeli
BNT	SB	L	Baniata
BNU	ID	L	Bentong
BNV	ID	N	Bonerif
BNW	PG	L	Bisis
BNX	ZR	L	Bangubangu
BNY	MY	L	Bintulu
BNZ	CM	L	Beezen
BOA	PE	L	Bora
BOB	KE	L	Boni
BOC	ID	L	Kenyah, Bakung
BOD	NG	L	Boga
BOE	CM	L	Bu
BOF	BF	L	Bolon
BOG	ML	L	Bamako Sign Language
BOH	ZR	L	Boma
BOI	US	E	Barbareño
BOJ	PG	L	Anjam
BOK	CG	L	Bonjo
BOL	NG	L	Bole
BOM	NG	L	Berom
BON	NP	L	Baragaunle
BOO	ML	L	Bozo, Tièma Cièwè
BOP	PG	L	Bonkiman
BOQ	PG	L	Bogaya
BOR	BR	L	Borôro
BOS	PG	L	Bosilewa
BOT	SD	L	Bongo
BOU	TZ	L	Bondei
BOV	GH	L	Tuwili
BOW	PG	L	Rema
BOX	BF	L	Bwamu
BOY	CF	N	Bodo
BOZ	ML	L	Bozo, Tiéyaxo
BPA	VU	L	Dakaka
BPB	CO	E	Barbacoas
BPD	CF	L	Banda-banda
BPG	ID	L	Bonggo
BPH	RU	L	Botlikh
BPI	PG	L	Bagupi
BPK	NC	L	Orowe
BPL	AU	L	Broome Pearling Lugger Pidgin
BPM	PG	L	Biyom
BPN	CN	L	Ba Pai
BPO	ID	L	Anasi
BPP	ID	L	Kaure
BPR	ID	L	Bugis
BPT	AU	N	Barrow Point
BPU	PG	L	Bongu
BPV	ID	L	Marind, Bian
BPW	PG	L	Bo
BPY	IN	L	Bishnupriya
BQA	BJ	L	Basa
BQB	ID	L	Bagusa
BQC	BJ	L	Boko
BQD	CM	N	Bung
BQE	FR	L	Basque, Navarro-labourdin
BQF	GN	E	Baga Kaloum
BQG	TG	L	Bago
BQH	CN	L	Baima
BQI	IN	L	Bhilori
BQJ	SN	L	Bandial
BQK	CF	L	Banda-mbrès
BQL	PG	N	Bilakura
BQM	CM	L	Wumboko
BQN	BG	L	Bulgarian Sign Language
BQO	CM	L	Balo
BQP	NG	L	Busa
BQQ	ID	L	Biritai
BQR	ID	L	Burusu
BQS	PG	L	Bosngun
BQT	CM	L	Bamukumbit
BQU	SD	L	Boguru
BQV	NG	L	Begbere-ejar
BQW	NG	L	Buru
BQX	NG	L	Baangi
